Student Name, Student Number,Semester:1 Period:1, Room,Semester:1 Period:2, Room,Semester:1 Period:3, Room,Semester:1 Period:4, Room,Semester:2 Period:1, Room,Semester:2 Period:2, Room,Semester:2 Period:3, Room,Semester:2 Period:4, Room,
"Sally,Vernice",410234088,BBI2O1,PB10,SNC2D1,1036,HFN2O1,1014,CHC2D1,2037,ENG2D1,1034,MPM2D1,2007,CIVCAR,PB11,AWJ2O1,2005,
"Dasie,Abigael",410045677,ENG4C1,PB3,COP3X#,2001,MHF4U1,PB5,MDM4U1,2025,SCH4U1,1044,MDM4U1,2025,MCV4U1,PB3,SPARE,Cafeteria,
"Una,Cherie",497809717,MCR3U6,2025,ENG3U1,2009,SBI3U6,1031,TEJ3M1,1037,ICS3U6,2038A,SCH3U1,2023,AMI3M1,1069,SPH3U1,2023,
"Cammi,Maxi",463838980,SNC2D1,1035,IDC3O1,PB6,TGJ2O1,1032,CHC2D1,2037,CIVCAR,2010,ENG2D1,1034,MPM2D1,2007,HPW3C1,PB2,
"Katherine,Eryn",476694728,PPL1O9,1024A,CGC1D1,2010,HIF1O1,2027,SNC1D1,1050,ENG1D1,2035,MTH1W1,PB1,EMPTY,Cafeteria,FSF1D1,1033,
"Evey,Bee",487778741,SNC1D1,1050,MTH1W1,2010A,HIF1O1,2027,PPL1O9,1024A,AVI1O1,2004,CGC1D1,2009,FSF1D1,1033,ENG1D1,2035,
"Rosene,Anna",489077129,ENG2D1,1034,HFN2O1,2024A,ADA2O1,1070,CHC2D1,2037,PPL2O8,1024B,SNC2D1,1035,SNC2D1,1035,CIVCAR,PB11,
"Benedicta,Mariellen",468397915,AWQ4M1,2005,ENG4U1,2006,SPARE,Cafeteria,ENG4U1,2006,TDJ4M1,1032,EWC4U1,2034,AVI4M1,2005,EMPTY,Cafeteria,
"Bernardine,Joyan",468922181,MHF4U1,PB4,SCH4U1,2023,HSB4U1,PB9,SBI4U1,2011,SPARE,Cafeteria,SPARE,Cafeteria,AVI4M1,2005,ENG4U1,2006,
"Catherin,Myrta",467001186,PAI1O1,2028,SNC1D1,2023,AVI1O1,2004,BTT1O1,2024,ENG1D1,2035,CGC1D1,2010,MTH1W1,1036,FSF1P1,2024A,
"Fedora,Lorrie",468528986,SPH3U1,1050,ICS3U6,2038A,MCR3U1,PB2,AWL3M1,2005,SCH3U1,2023,ENG3UE,1063,SBI3U1,1031,TDJ3M1,1037,
"Loraine,Fernandina",419003457,SNC1D7,1065,TIJ1O1,2002A,PPL1O8,1024B,FSF1D1,1033,ENG1D1,PB11,BTT1O1,1033,MTH1W7,1065,CGC1D1,2010,
"Beilul,Becky",460115925,BAF3M1,2024,PPL3O9,1024B,ICS3U1,2038A,SPH3U1,1059,SCH3U1,1044,ENG3U1,2008,CPW4U1,PB5,MCR3U1,2037,
"Jennette,Erena",484440163,ENG2DG,1063,TEJ2O1,1037,MCR3U6,2025,SPH3U1,1059,BBI2O1,PB10,ICS2OG,2038A,SNC2DG,2011,CHC2DG,2034,
"Anette,Elsinore",446402085,ENG4UE,2034,SCH4U1,2023,MHF4U1,PB5,SBI4U1,2011,HFA4U1,1014,SPARE,Cafeteria,MCV4U1,PB3,BAT4M1,1062,
"Minda,Calli",462778199,MCR3U6,2025,CHC2DG,2034,TGJ2O1,1032,BBI2O1,PB10,ENG2DG,1063,ICS2OG,2038A,SNC2DG,2011,AVI2O1,2004,
"Jaine,Nanci",469458745,SNC1P1,1044,FSF1P1,2026,HIF1O1,2027,ENG1P1,PB2,PAI1O1,2028,MTH1W1,PB1,TIJ1O1,2002A,CGC1P1,1061,
"Rochette,Claudie",415005819,ENG3U1,PB3,CIVCAR,PB11,SPARE,Cafeteria,SPH3U1,1059,SCH3U1,1044,TGV3M1,1032,IDC4U1,PB8,MBF3C1,1060,
"Clary,Tanhya",492214673,CIVCAR,2010,FSF2D1,2028,BBI2O1,PB10,PPL2O9,1024B,ENG2D1,1034,SNC2D1,1035,CHC2D1,2037,MPM2D1,2007,
"Samaria,Bella",490711543,CGC1D1,2009,ESLCO1,PB4,TIJ1O1,2002A,AVI1O1,2004,FSF1D1,1033,BTT1O1,1033,MTH1W1,1036,PPL1O9,1024A,
"Ranee,Lisbeth",473635043,TIJ1O1,2002A,FSF1D1,1033,AVI1O1,2004,SNC1D1,1050,MTH1W1,2010A,CGC1D1,2009,ENG1D1,2035,PAI1O1,2028,
"Viva,Nicolette",494205358,MTH1W1,1036,SNC1D1,2023,HIF1O1,2027,BTT1O1,2024,ENG1D1,PB11,CGC1D1,2009,PPL1O8,1012,FSF1P1,2024A,
"Ag,Zitella",433425716,AVI2O1,2004,BBI2O7,1065,BAF3M1,2024,FSF2D1,2028,IDC3OE,1065,CHC2D1,2036,ENG2D1,1034,MPM2D2,PB5,
"Marissa,Scarlet",418552849,CLU3M1,1059,PPL3O9,1024B,ENG3U1,2009,HSP3U1,2024A,PAF3O9,1013,SBI3U1,1055,ENG3U1,2009,MCR3U1,2037,
"Latrena,Debor",493115787,MTH1W1,1036,SNC1D1,2023,PPL1O8,1024B,BTT1O1,2024,FSF1D2,PB2,TIJ1O1,2002A,CGC1D1,2010,ENG1D1,2035,
"Emmalyn,Joella",439557852,CGC1D1,2009,FSF1D1,1033,AVI1O1,2004,SNC1D1,1050,MTH1W1,PB1,ENG1D1,2035,PPL1O8,1012,AMI1O1,1069,
"Becki,Cherie",443575938,ENG4UE,2034,SBI4UE,1031,IDC4UE,PB8,EWC4U1,2034,HHG4M1,1062,SPARE,Cafeteria,SPH4U1,2044,SPARE,Cafeteria,
"Sara,Francene",403156212,CGC1D1,2009,PPL1O8,1024A,ENG1D1,2035,SNC1D1,1050,AVI1O1,2004,CGC1D1,2009,FSF1D1,1033,MTH1W1,2010A,
"Lyndsey,Maude",486381582,ENG3U1,PB3,PAF3O9,1013,BAF3M1,2024,TGV3M1,1032,SCH3U1,1044,BMI3C1,1061,PPL3O9,1024B,SPARE,Cafeteria,
"Harriot,Pru",432008523,ICS4UE,2038A,SCH3U1,1055,SPARE,Cafeteria,ENG3U1,2008,SPH3U1,2018,BMI3C1,1061,MCR3U6,2025,DCO3OC,1059,
"Loni,Filide",482142276,HFA4U1,1014,SCH4U1,2018,ENG4U1,2006,MHF4U1,PB3,SPH4U1,2044,MCV4U1,PB4,ICS4U1,2038,MCV4U1,PB4,
"Elianora,Ronalda",412191848,ENG3U1,PB3,PAF3O9,1013,SCH3U1,1044,TGV3M1,1032,MCR3U1,2037,SBI3U1,1055,PPL3O9,1024B,ADA3M1,1070,
"Iolande,Marjorie",476600466,MHF4U1,PB5,TDJ4M1,1032,SPH4U1,2044,SPARE,Cafeteria,IDC4U3,PB8,SPARE,Cafeteria,MCV4U1,PB3,ENG4U1,2006,
"Gillan,Miquela",422669770,CIVCAR,PB11,MPM2D1,2008,CGC1P1,1061,CHC2P1,PB9,ESLDO1,2034,FSF1O1,1060,EMPTY,Cafeteria,ESLEO1,1063,
"Cacilia,Phyllys",443178645,PPL1O9,1024A,BTT1O1,2024,AMI1O1,1069,ENG1D1,2035,CGC1D1,2009,SNC1D1,1050,MTH1W1,1036,FSF1D1,1033,
"Dolli,Salomi",489941043,AVI2O1,2004,CIVCAR,PB11,SNC2D1,1035,CHC2D1,1061,ENG2D1,1059A,CIVCAR,PB11,MCR3U6,2025,MPM2D2,PB5,
"Georgina,Karyl",492951649,AMI2O1,1069,ICS2O1,2038,CIVCAR,PB11,SBI3U1,1031,EMPTY,Cafeteria,ENG2D1,1059A,SNC2D2,1044,MPM2D2,PB5,
"Dulciana,Oralia",413175208,SNC1D1,1050,FSF1D1,1033,HIF1O1,2027,PPL1O9,1024A,MTH1W1,1036,CGC1D1,2010,ENG1D1,2035,AMI1O1,1069,
"Nicol,Aubrey",470870296,MPM2D1,2007,ESLCO1,PB4,CHC2D1,2036,CHC2D1,1061,CHC2D1,2036,FSF1O1,1060,SNC2D1,1035,CIVCAR,PB11,
"Jeniece,Beulah",498755766,MPM2D1,2007,CIVCAR,PB11,TGJ2O1,1032,SNC2D1,1035,ENG2D1,1059A,BBI2O1,PB10,CHC2D1,2036,AWJ2O1,2005,
"Karrah,Darice",444071803,SPH3U1,1050,SCH3U1,1055,ESLEO1,1063,FSF2D1,2028,EMPTY,Cafeteria,SBI3U1,1055,MCR3U1,PB6,ENG2D1,1034,
"Courtnay,Gerianna",417156557,HSP3U1,2024A,ICS2O1,2038,MPM2D1,2007,ENG2D1,1034,CHC2D1,2036,CIVCAR,PB11,SNC2D1,1035,AVI2O1,2004,
"Ashlan,Rebeca",495175827,ENG1D1,2035,PPL1O8,1024A,AVI1O1,2004,CGC1D1,2010,FSF1D2,PB2,SNC1D7,1065,MTH1W7,1065,AMI1O1,1069,
"Rica,Dorothee",450637769,ENG2D1,1059A,ICS2O1,2038,TGJ2O1,1032,FSF2D1,2028,SNC2D1,1035,ADB2O1,1070,CHC2D1,2037,MPM2D2,PB5,
"Aubine,Barbette",460283514,SBI4U1,1055,MHF4U1,PB2,SCH4U1,2023,SPARE,Cafeteria,HFA4U1,1014,AWC4M1,2005,ENG4U1,2006,MCV4U1,PB4,
"Matelda,Engracia",498321573,SPARE,Cafeteria,SCH4U1,2018,SPARE,Cafeteria,HZT4U1,1062,ENG4U1,2006,MCV4U1,PB3,ENG4U1,2010A,SPARE,Cafeteria,
"Lorilyn,Nessi",480995773,EMPTY,Cafeteria,BMI3C1,1061,CIE3M1,PB6,ICS3U1,2038,CLU3M1,1059,HFC3M1,1014,PPL3O9,1024B,MCR3U1,2037,
"Elka,Valerie",409341310,MPM2DG,1062,BBI2O7,1065,MCR3U6,2025,IDC3OE,1065,ENG2DG,1063,ADB2O1,1070,SNC2DG,2011,CHC2DG,2034,
"Ernaline,Aeriela",430992553,SNC2D1,1035,MPM2D1,2008,ADA2O1,1070,ENG2D1,1034,CHC2D1,2036,AWC2O1,2004,CIVCAR,PB11,AVI2O1,2004,
"Dedra,Leandra",481470891,HSP3U1,2024A,ENG3U1,2009,DCO3OC,2028,TGV3M1,1032,SPARE,Cafeteria,BAF3M1,2024,CLU3M1,1059,MBF3C1,1060,
"Kylen,Jana",405380403,TEJ3M1,1037,MCR3U1,PB10,ICS3U1,2038A,SBI3U1,1031,ENG3U1,2008,SCH3U1,2023,AMI3M1,1069,ENG3U1,2008,
"Freddi,Vivia",445476781,SNC1D1,1050,CGC1D1,2010,AVI1O1,2004,FSF1D1,1033,FSF1D1,1033,ENG1D1,2035,TIJ1O1,2002A,PPL1O9,1024A,
"Stacie,Harmonia",411024730,MCR3U1,2037,SPH3U1,2036,CIE3M1,PB6,ENG3UE,1063,SCH3U1,2023,TGV3M1,1032,HSP3U1,2024A,ICS4U1,2038,
"Daffie,Maryl",413797773,SBI3U1,1031,PPL3O9,1024B,CIE3M1,PB6,SCH3U1,1050,MCR3U1,2037,ICS3U1,2038,ENG3U1,2009,SPH3U1,2023,
"Gilemette,Astrix",484424181,SPH4U1,2044,SCH4U1,2023,FSF4U1,1060,PSK4U1,1061,HHG4M1,1062,SBI4U1,1055,SPH4U1,2044,SPARE,Cafeteria,
"Vilma,Dede",470509861,SPARE,Cafeteria,SCH4U1,2018,ICS4U1,2038,ENG4U1,2006,MDM4U1,2025,MCV4U1,PB3,SCH4U1,2023,BAT4M1,1062,
"Ilysa,Dolores",446144417,HSP3U1,2024A,ENG3U1,2009,AWC3O1,2005,TGV3M1,1032,AVI3M1,2005,SPARE,Cafeteria,MCR3U1,PB6,DCO3OC,1059,
"Annamarie,Noel",422886403,MCR3U1,2037,COP3X#,2001,ENG3U1,2009,TEJ3M1,1037,SPARE,Cafeteria,BAF3M1,2024,SPH3U1,2018,SCH3U1,1055,
"Tessie,Doris",477301069,CLN4U1,PB9,ENG4U1,2007,EMPTY,Cafeteria,ADB4M1,1070,ADA4M1,1070,MDM4U1,2025,HZT4U1,1062,SPARE,Cafeteria,
"Millisent,Kittie",443158357,PPL4O9,1024B,MHF4U1,PB2,ICS4U1,2038,ENG4U1,2006,SCH4U1,1044,SPARE,Cafeteria,MCV4U1,PB3,SPH4U1,2044,
"Adan,Doro",452042673,ENG1D1,2035,PPL1O9,1024A,AMI1O1,1069,SNC1D1,1050,CGC1D1,2009,MTH1W1,PB1,TIJ1O1,2002A,FSF1D1,1033,
"Audre,Bellanca",415018495,MPM2D1,2008,HFN2O1,1014,ADA2O1,1070,CHC2D1,2037,ENG2D1,1034,BBI2O1,PB10,CIVCAR,PB11,SNC2D1,1035,
"Maryjo,Sasha",454176337,MCR3U1,2037,EMPTY,Cafeteria,TDJ3M1,1037,AWL3M1,2005,SPARE,Cafeteria,TGV3M1,1032,ENG3U1,2009,DCO3OC,1059,
"Roseann,Pandora",418438582,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Winni,Ardys",417004957,CLN4U1,PB9,SPARE,Cafeteria,HHG4M1,1062,ADB4M1,1070,ADA4M1,1070,IDC4UE,PB8,ENG4U1,2006,SPARE,Cafeteria,
"Ellene,Darsey",455175787,BAF3M1,2024,SPH3U1,2036,MCR3U1,PB2,ENG3U1,2009,AVI3M1,2005,CGG3O1,PB6,CLU3M1,1059,TDJ3M1,1037,
"Donia,Lori",403922269,FSF3U1,PB6,SBI4UE,1031,CIE3M1,PB6,SCH3U6,1044,SPH3U1,2018,ENG3UE,1063,MCR3U6,2025,ICS4UE,2038A,
"Natividad,Fayina",425651211,BBI2O1,PB10,FSF2D1,2028,MPM2D1,2007,CIVCAR,PB11,ENG2D1,1059A,SNC2D1,1035,CHC2D1,2036,AWJ2O1,2005,
"Shoshana,Corella",493889574,AMI2O1,1069,ICS2O1,2038,CIVCAR,PB11,ENG2D1,1034,CHC2D1,2036,SNC2D1,1035,MPM2D1,2008,BBI2O1,PB10,
"Rosaleen,Gertrud",431201514,AVI2O1,2004,ENG2D1,1034,HFN2O1,1014,FSF2D1,2028,MCR3U1,2037,MPM2D1,2007,CHC2D1,2036,SNC2D1,1035,
"Dacy,Edyth",428641493,SPH4U1,2044,SPARE,Cafeteria,SCH4U1,2023,MHF4U1,PB3,MCV4U1,PB6,SPARE,Cafeteria,ENG4U1,2006,ICS4UE,2038A,
"Kayley,Dolly",457571875,SPH3U1,1050,COP3X9,2001,SPARE,Cafeteria,SBI3U1,1031,MCR3U1,2037,ENG3U1,2008,AMI3M1,1069,SCH3U1,1055,
"Breena,Lanita",442408761,SNC1D1,1050,TIJ1O1,2002A,AMI1O1,1069,ENG1D1,2035,MTH1W1,PB1,SNC1D1,1050,FSF1D1,1033,CGC1D1,2010,
"Ingrid,Maxi",423619672,CIVCAR,2010,HFN2O1,2024A,SNC2P1,1044,CHC2D1,1061,ENG2D1,1059A,AWC2O1,2004,CHC2D1,2037,PAI2O1,PB6,
"Roseanna,Wanids",483625401,CIVCAR,PB11,SNC2D1,1036,MPM2D1,2007,CHC2D1,2037,MPM2D1,2007,ENG2D1,1034,BBI2O1,PB10,SNC2D1,1036,
"Lenora,Jessamyn",482515380,TEJ3M1,1037,MCR3U1,PB10,DCO3OC,2028,SPH3U1,2044,ENG3U1,2008,SCH3U1,2023,ICS4U1,2038,TEJ3M1,2002A,
"Celestia,Madelina",417230249,AVI2O1,2004,BBI2O7,1065,ADA2O1,1070,ENG2D1,1034,CIVCAR,2010,MPM2D1,2007,CHC2D1,2036,SNC2D1,1035,
"Gnni,Damaris",409480467,MTH1WG,2026,TIJ1O1,2002A,CGC1DG,2026,AVI1O1,2004,PAI1O1,2028,BTT1O1,1033,FSF1D1,1033,PAI1O1,2028,
"Ciel,Aridatha",444448512,ICS2O1,2038,ENG1D1,2035,AVI1O1,2004,SNC1D1,1050,SNC1D1,1050,PPL1O8,1024B,MTH1W1,1036,FSF1D1,1033,
"Janelle,Davine",446099432,TEJ4M1,1032,COP3X9,2001,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,ENG4UE,2034,ICS4UE,2038A,
"Cathleen,Tomasina",460467724,TIJ1O1,2002A,ENG1D1,2035,PPL1O8,1024B,CGC1D2,PB6,FSF1D2,PB2,MTH1W1,2010A,AVI1O1,2004,SNC1D2,1044,
"Aimee,Saudra",442351394,SPARE,Cafeteria,SPARE,Cafeteria,HHG4M1,1062,PSK4U1,1061,HFA4U1,1014,SPARE,Cafeteria,HSB4U1,PB9,SPH4U1,2044,
"Ina,Alfreda",496416788,FSF1O1,1060,ESLCO1,PB4,AVI1O1,2004,CGC1D1,2010,MTH1W1,PB1,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Kassey,Gwendolen",485026149,MHF4U1,PB4,SPARE,Cafeteria,SBI4U1,1055,HZT4U1,1062,SCH4U1,1044,SPH4U1,2044,ENG4U1,2010A,SPARE,Cafeteria,
"Denise,Blanche",445538077,SNC1D7,1065,GLE1O1,1063,MTH1W7,1065,FSF1D1,1033,PPL1O9,1012,CGC1D1,2009,EMPTY,Cafeteria,ENG1D1,2035,
"Marjorie,Lelah",498907177,CHC2D1,2036,ICS2O1,PB9,MPM2D1,2007,PAF2O9,1013,ENG2D1,1059A,TEJ2O1,1037,CIVCAR,PB11,SNC2D1,1036,
"Caprice,Colline",451100543,MPM2D1,2008,CIVCAR,PB11,SNC2D1,1036,PAF2O9,1013,CHC2D1,2036,BBI2O1,PB10,ENG2D1,1034,AVI2O1,2004,
"Alena,Kellie",440037272,BBI2O1,PB10,CIVCAR,PB11,ADA2O1,1070,CHC2D1,1061,ENG2D1,1034,SNC2D1,1035,MPM2D1,2007,AWJ2O1,2005,
"Ethel,Gizela",458092264,MPM2D1,2008,ENG2D1,1034,SNC2D1,1036,CHC2D1,1061,IDC3OE,1065,AMI2O1,1069,TEJ2O1,1037,BBI2O7,1065,
"Juanita,Shawn",420379816,CIVCAR,2010,ICS2O1,PB9,TGJ2O1,1032,MPM2D1,2007,ENG2D1,1034,AWC2O1,2004,CHC2D1,2037,SNC2D1,1036,
"Christen,Sheeree",469368414,ENG4U1,2010A,BOH4M1,PB9,SPARE,Cafeteria,IDC4U1,PB8,ADA4M1,1070,BBB4M1,2027,PAF4O9,1013,TDJ3M1,1037,
"Leona,Addia",426147022,SNC1D7,1065,EMPTY,Cafeteria,MTH1W7,1065,AMI1O4,1069,ENG1D2,PB5,PPL1O8,1024B,AVI1O1,2004,CGC1D1,2010,
"Wallie,Ansley",447516421,MPM2D1,2007,ICS2O1,2038,ADA2O1,1070,ENG2D1,1059A,BBI2O1,PB10,CIVCAR,PB11,CHC2D1,2036,SNC2D1,1036,
"Ange,Dena",487463076,CLU3M1,1059,MCR3U1,PB10,SPH3U1,1044,SCH3U1,1050,PSK4U1,1061,ENG3U1,2008,SBI3U1,1031,ICS4U1,2038,
"Aidan,Kimberly",494786774,ENG4UE,2034,BBB4M1,2027,SPH4U1,2044,CIA4UE,PB4,BOH4M1,PB9,SPH4U1,2044,HZT4U1,1062,SPARE,Cafeteria,
"Max,Janean",434375759,HFA4U1,1014,ENG4U1,2006,HSB4U1,PB9,SPARE,Cafeteria,HHG4M1,1062,IDC4UE,PB8,FSF4U1,1060,CLN4U1,PB9,
"Perrine,Effie",426728671,TEJ4M1,1032,SPARE,Cafeteria,SCH4U1,1044,SPARE,Cafeteria,MCV4U1,PB6,BBB4M1,2027,ENG4U1,2010A,MCV4U1,PB4,
"Doria,Melisande",414244098,MCR3U6,2025,COP3X9,2001,SPH3U1,1044,SPH3U1,1059,ENG3U1,2008,ICS3U1,2038,BAF3M1,2024,TEJ3M1,2002A,
"Caresse,Rora",411016652,CGC1D1,2009,PPL1O8,1024A,FSF1D1,1033,SNC1D1,1050,ENG1D1,2035,MTH1W1,2010A,TIJ1O1,2002A,BTT1O1,2024,
"Mame,Christi",413457680,CIVCAR,2010,SNC2D1,1035,MPM2D1,2007,ENG2D1,1059A,PPL2O8,1024B,CHC2D1,2036,BBI2O1,PB10,HFN2O1,1014,
"Ulrika,Rafaelia",485620039,CLN4U1,PB9,TDJ4M1,1032,MCR3U1,PB2,SBI3U1,1031,EMPTY,Cafeteria,ENG3U1,2008,AVI4M1,2005,TDJ3M1,1037,
"Bridie,Goldie",487278780,ENG2DG,1063,CHC2DG,2034,ADA2O1,1070,BBI2O1,PB10,CIVCAR,2010,MPM2DG,1062,SNC2DG,2011,AWJ2O1,2005,
"Clarinda,Idell",459767514,MHF4U1,PB4,PAF3O9,1013,ENG3U1,2009,SPH3U1,1059,SCH3U1,1044,ICS3U1,2038,MCV4U1,PB3,TEJ3M1,2002A,
"Trista,Jaymee",418196783,MTH1W1,1036,BTT1O1,2024,SNC1D1,1050,CGC1D1,2010,ENG1D1,PB11,PPL1O8,1024B,FSF1D1,1033,HIF1O1,2027,
"Bren,Mara",407190918,MHF4U1,PB2,CIVCAR,PB11,MHF4U1,PB3,PSK4U1,1061,SPARE,Cafeteria,CIVCAR,PB11,BBB4M1,2027,CIVCAR,PB11,
"Laureen,Clementine",452222771,MDM4UE,1061,SPH4UE,2044,MHF4U6,PB3,ENG3U1,2009,ICS3U6,2038A,SCH3U6,2011,MCV4UE,PB3,ICS4UE,2038A,
"Selina,Nananne",445366092,ENG4U1,2006,BAT4M1,1062,CIA4U1,PB4,SPARE,Cafeteria,BOH4M1,PB9,MDM4U1,2025,BBB4M1,2027,MCV4U1,PB3,
"Gail,Tabitha",435924023,AVI2O1,2004,CIVCAR,PB11,BBI2O1,PB10,PPL2O9,1024B,MPM2D1,2007,CHC2P1,PB9,ENG2D1,1034,SNC2D1,1036,
"Maribel,Kimberley",495732802,AMI2O1,1069,SNC2DG,2011,EMPTY,Cafeteria,EMPTY,Cafeteria,ENG2DG,1063,ADB2O1,1070,CIVCAR,PB11,AVI2O1,2004,
"Barbaraanne,Collie",448749423,MTH1W1,1036,FSF1P1,2026,SNC1D1,1050,HIF1O1,2027,ENG1D1,PB11,PPL1O8,1024B,EMPTY,Cafeteria,CGC1D1,2010,
"Josselyn,Zelma",405339643,AVI2O1,2004,PPL3O9,1024B,ICS3U1,2038A,SCH3U1,1050,MCR3U1,2037,BAF3M1,2024,SBI3U1,1031,ENG3U1,2009,
"Tobye,Marthena",431869033,ENG2D1,1034,SNC2D1,1035,MPM2D1,2007,ICS3U1,2038,HSP3U1,2024A,AWC2O1,2004,CIVCAR,PB11,PAI2O1,PB6,
"Hannis,Sean",426552507,ICS2O1,2038,HFN2O1,2024A,SNC2P1,1044,PAF2O9,1013,CIVCAR,2010,CHC2P1,PB9,ENG2P1,PB2,MFM2P1,PB8,
"Ninetta,Harli",430050430,MTH1W1,1036,SNC1D1,2023,FSF1D1,1033,AMI1O4,1069,ENG1D1,PB11,CGC1D1,2010,TIJ1O1,2002A,PPL1O9,1024A,
"Iormina,Maria",476195202,MCR3U1,2037,SPH3U1,2036,CIE3M1,PB6,HSP3U1,2024A,SBI4U1,1055,HFC3M1,1014,HSP3U1,2024A,SCH3U1,1055,
"Patti,Cherlyn",431955038,MHF4U1,PB4,SCH4U1,2023,FSF4U1,1060,SBI4U1,2011,SBI4U1,1055,ENG4U1,2006,IDC4U1,PB8,MCV4U1,PB4,
"Shirlene,Elizabeth",469122580,MHF4U1,PB2,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,FSF4U1,1060,BAT4M1,1062,
"Tallou,Maddy",417619212,CIVCAR,PB11,ENG2D1,1034,TGJ2O1,1032,BBI2O1,PB10,MPM2D1,2007,SNC2D1,1035,SNC2D1,1035,HFN2O1,1014,
"Lydia,Zora",467426868,PPL1O9,1024A,ICS2O1,PB9,SNC1D1,1050,AVI1O1,2004,ENG1D1,PB11,MTH1W1,2010A,CGC1D1,2010,FSF1D1,1033,
"Edee,Caril",413687105,AVI2O1,2004,MFM2P1,PB8,AWC3O1,2005,ENG3C1,PB2,SPH3U1,2018,BMI3C1,1061,ENG2P1,PB2,MBF3C1,1060,
"Pippa,Aretha",416746810,TEJ4M1,1032,SPH4UE,2044,MHF4U1,PB5,SPARE,Cafeteria,SCH4U1,1044,MCV4U1,PB4,MDM4UE,1061,ICS4UE,2038A,
"Rhodia,Kiah",422739138,MPM2D1,2008,AVI2O1,2004,ENG2D1,1034,CHC2D1,2037,PPL2O8,1024B,BBI2O1,PB10,ADA2O1,1070,SNC2D1,1035,
"Helsa,Shauna",480454995,SBI4U1,1055,COP3X#,2001,CIA4U1,PB4,SCH3U1,1050,SPARE,Cafeteria,ENG3UE,1063,MCR3U6,2025,CLN4U1,PB9,
"Lauralee,Susy",479242595,CGC1D1,2009,ENG1D1,2035,FSF1D1,1033,BTT1O1,2024,MTH1W1,1036,PPL1O8,1024B,SNC1D1,2011,HIF1O1,2027,
"Idalia,Glen",421518569,PAI1O1,2028,FSF1D1,1033,MTH1W1,2010A,FSF1D1,1033,SNC1D1,1050,ENG1D1,2035,CGC1D1,2010,AWJ2O1,2005,
"Babara,Junina",447684439,MPM2DG,1062,SNC2DG,2011,TGJ2O1,1032,BBI2O1,PB10,ENG2DG,1063,AMI2O1,1069,ICS3U6,2038A,CHC2DG,2034,
"Marena,Amelia",447282344,TIJ1O1,2002A,ENG1DG,1059,HIF1O1,2027,CGC1DG,2026,SNC1DG,2011,FSF1DG,1059,PPL1O8,1012,MTH1WG,2026,
"Dottie,Carri",457772363,CGC1D1,2009,PPL1O9,1024A,ENG1D1,2035,FSF1D1,1033,MTH1W1,PB1,CGC1D1,2010,SNC1D1,2011,AMI1O1,1069,
"Matti,Isahella",437107723,CLU3M1,1059,PPL3O9,1024B,BAF3M1,2024,ENG3U1,2009,SCH3U1,2023,SBI3U1,1055,SPH3U1,2018,MCR3U1,2037,
"Anni,Corina",469425650,SBI3U1,1031,MCR3U1,PB10,ICS3U1,2038A,HFC3M1,1014,TEJ3M1,1037,BMI3C1,1061,BBB4M1,2027,HPW3C1,PB2,
"Christie,Thia",412753552,ENG2DG,1063,CHC2DG,2034,MCR3U6,2025,FSF2D1,2028,ICS3U6,2038A,MPM2DG,1062,SNC2DG,2011,BBI2O1,PB10,
"Dorine,Mureil",461917571,MHF4U1,PB5,EMPTY,Cafeteria,CIA4U1,PB4,CGC1D1,2010,ADA4M1,1070,IDC4UE,PB8,BBB4M1,2027,MCR3U1,2037,
"Michel,Leola",462085509,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPH4U1,2044,AWC4M1,2005,AVI4M1,2005,SPARE,Cafeteria,
"Joceline,Larine",496249730,MHF4U1,PB4,BAT4M1,1062,IDC4UE,PB8,SBI4U1,2011,MCV4U1,PB4,SPH4U1,2044,SCH4U1,2023,MCV4U1,PB3,
"Raynell,Aggy",420798221,SNC1D1,1050,PPL1O8,1024A,CGC1D1,2010,BTT1O1,2024,AVI1O1,2004,FSF1P1,2024A,MTH1W1,1036,ENG1D1,2035,
"Fifine,Malissa",454786305,MTH1WG,2026,TEJ2O1,1037,SNC1DG,2011,FSF1DG,1059,PPL1O9,1012,ICS2OG,2038A,CGC1DG,2026,PPL1O9,1024A,
"Min,Gay",467688956,SPH3U1,1050,MCR3U1,PB10,SCH3U1,1044,ICS3U1,2038,TEJ3M1,1037,BAF3M1,2024,HSP3U1,2024A,ENG3U1,2008,
"Prisca,Cristi",419712795,MDM4UE,1061,PPL3O9,1024B,SPH3U1,1044,SCH3U1,1050,TEJ3M1,1037,ICS3U1,2038,BAF3M1,2024,ENG3U1,2008,
"Brinn,Alla",452988192,SBI4U1,1055,MHF4U1,PB5,SCH4U1,2023,SPARE,Cafeteria,PSK4U1,1061,BBB4M1,2027,ENG4UE,2034,MCV4U1,PB3,
